name,set,product_id,rarity,number,market_price,low_price,mid_price,printing
Gazeem - Ruthless Ruffian,Illumineer's Quest: Palace Heist,634299,None,10/35,0.36,0.3,0.36,Normal
Monumental Scarab - Skittering Statue,Illumineer's Quest: Palace Heist,634304,None,12/35,0.32,0.22,0.32,Normal
Gargantuan Cobra - Slithering Statue,Illumineer's Quest: Palace Heist,634306,None,13/35,0.44,0.37,0.44,Normal
Tiger Behemoth - Hulking Statue,Illumineer's Quest: Palace Heist,634308,None,14/35,0.75,0.55,0.75,Normal
Fiery Basin,Illumineer's Quest: Palace Heist,634400,None,26/35,0.32,0.2,0.31,Normal
Cobra Pit - Seething Serpents,Illumineer's Quest: Palace Heist,634405,None,28/35,0.32,0.2,0.34,Normal
Abu - Cheeky Phantasm,Illumineer's Quest: Palace Heist,634407,None,15/35,0.37,0.3,0.38,Normal
Aladdin - Misleading Phantom,Illumineer's Quest: Palace Heist,634411,None,16/35,0.43,0.26,0.44,Normal
Basil - Shadow Sleuth,Illumineer's Quest: Palace Heist,634414,None,17/35,0.22,0.12,0.22,Normal
Deepwell Labyrinth - Mystifying Halls,Illumineer's Quest: Palace Heist,634417,None,32/35,0.32,0.22,0.32,Normal
Royal Armory - Heavily Guarded,Illumineer's Quest: Palace Heist,634421,None,30/35,0.34,0.25,0.34,Normal
Mechanical Snake,Illumineer's Quest: Palace Heist,634426,None,25/35,0.22,0.15,0.22,Normal
Endless Staircase - Perilous Ascent,Illumineer's Quest: Palace Heist,634427,None,29/35,0.31,0.2,0.31,Normal
Giant Hourglass,Illumineer's Quest: Palace Heist,634429,None,27/35,0.3,0.2,0.3,Normal
Sandblast,Illumineer's Quest: Palace Heist,634432,None,18/35,0.32,0.2,0.32,Normal
Destructive Misstep,Illumineer's Quest: Palace Heist,634433,None,19/35,0.32,0.2,0.32,Normal
Sand Wave,Illumineer's Quest: Palace Heist,634434,None,24/35,0.3,0.2,0.29,Normal
Sudden Power,Illumineer's Quest: Palace Heist,634435,None,21/35,0.41,0.29,0.41,Normal
Disastrous Sandstorm,Illumineer's Quest: Palace Heist,634437,None,19/35,0.4,0.27,0.41,Normal
Cataclysmic Cyclone,Illumineer's Quest: Palace Heist,634439,None,23/35,0.31,0.22,0.31,Normal
Arcane Quake,Illumineer's Quest: Palace Heist,634444,None,22/35,0.41,0.29,0.41,Normal
Crystal Gate - Unbreakable Boundary,Illumineer's Quest: Palace Heist,634446,None,31/35,0.59,0.35,0.59,Normal
Jafar - Supreme Sorcerer of Lorcana (Oversized),Illumineer's Quest: Palace Heist,639460,None,,1.33,1.19,1.23,Normal
The Reforged Crown (Oversized),Illumineer's Quest: Palace Heist,639461,None,,2.49,2.49,2.49,Normal
Jafar's Throne Room // Secret Passage - Battleground (Oversized),Illumineer's Quest: Palace Heist,639901,None,,1.22,1.2,1.23,Normal
The Crown Chamber // Full Alert - Battleground (Oversized),Illumineer's Quest: Palace Heist,639904,None,,1.22,1.2,1.23,Normal
Disney Lorcana: Reign of Jafar Starter Deck (Amber & Amethyst),Reign of Jafar,623058,,,8.42,7.37,17.59,Normal
Disney Lorcana: Reign of Jafar Starter Deck (Ruby & Steel),Reign of Jafar,623059,,,13.29,12.0,17.26,Normal
Disney Lorcana: Reign of Jafar Starter Deck Display,Reign of Jafar,623060,,,45.73,42.75,50.46,Normal
Disney Lorcana: Reign of Jafar Illumineer's Trove,Reign of Jafar,623061,,,35.33,34.27,42.96,Normal
Disney Lorcana: Reign of Jafar Sleeved Booster Pack,Reign of Jafar,623062,,,9.13,5.99,8.56,Normal
Disney Lorcana: Reign of Jafar Booster Pack,Reign of Jafar,623063,,,4.83,4.68,5.99,Normal
Disney Lorcana: Reign of Jafar Booster Box,Reign of Jafar,623064,,,92.63,87.32,99.99,Normal
Disney Lorcana: Reign of Jafar Booster Box Case,Reign of Jafar,623067,,,355.67,390.0,417.57,Normal
Disney Lorcana: Reign of Jafar Starter Deck [Set of 2],Reign of Jafar,630012,,,19.97,19.37,24.36,Normal
Hades - Ruthless Tyrant,Reign of Jafar,630060,Super Rare,48/204,2.76,2.01,3.04,Cold Foil
Perdita - Determined Mother,Reign of Jafar,630061,Super Rare,27/204,0.37,0.15,0.42,Normal
Maui - Stubborn Trickster,Reign of Jafar,630062,Super Rare,110/204,0.22,0.1,0.4,Normal
Mickey Mouse - Giant Mouse,Reign of Jafar,631331,Legendary,199/204,3.8,3.02,5.0,Normal
Stitch - Alien Troublemaker,Reign of Jafar,631332,Rare,200/204,0.64,0.1,0.75,Normal
Tiana - Natural Talent,Reign of Jafar,631333,Rare,9/204,0.43,0.25,0.45,Cold Foil
Donald Duck - Coin Collector,Reign of Jafar,631334,Super Rare,37/204,0.21,0.05,0.3,Normal
The Nephews' Piggy Bank,Reign of Jafar,631335,Uncommon,44/204,0.06,0.01,0.15,Normal
Palace Guard - Spectral Sentry,Reign of Jafar,631336,Common,45/204,0.19,0.01,0.24,Normal
Megara - Part of the Plan,Reign of Jafar,631337,Common,54/204,0.19,0.01,0.25,Cold Foil
Ryder - Fleet-Footed Infiltrator,Reign of Jafar,631338,Common,56/204,0.12,0.01,0.25,Cold Foil
Bambi - Prince of the Forest,Reign of Jafar,631339,Common,57/204,0.18,0.09,0.25,Cold Foil
Pinocchio - Strings Attached,Reign of Jafar,631340,Legendary,61/204,3.2,1.99,3.21,Cold Foil
Bambi - Little Prince,Reign of Jafar,631341,Legendary,63/204,1.43,0.94,1.99,Normal
Flower - Shy Skunk,Reign of Jafar,631342,Rare,76/204,0.54,0.41,0.68,Cold Foil
Forest Duel,Reign of Jafar,631343,Uncommon,77/204,0.08,0.01,0.15,Normal
Antonio's Jaguar - Faithful Companion,Reign of Jafar,631344,Common,31/204,0.14,0.03,0.25,Cold Foil
Camilo Madrigal - Center Stage,Reign of Jafar,631345,Common,75/204,0.07,0.01,0.1,Normal
Chip - Quick Thinker,Reign of Jafar,631346,Uncommon,97/204,0.07,0.01,0.17,Normal
Dale - Bumbler,Reign of Jafar,631347,Common,94/204,0.16,0.01,0.25,Cold Foil
Heads Held High,Reign of Jafar,631348,Rare,175/204,0.23,0.01,0.28,Normal
Louie - One Cool Duck,Reign of Jafar,631349,Uncommon,1/204,0.07,0.01,0.15,Normal
Dewey - Lovable Showoff,Reign of Jafar,631350,Common,2/204,0.07,0.01,0.1,Normal
Huey - Reliable Leader,Reign of Jafar,631351,Uncommon,3/204,0.09,0.01,0.16,Normal
Minnie Mouse - Daring Defender,Reign of Jafar,631352,Rare,6/204,0.34,0.01,0.36,Normal
Ludwig Von Drake - All-Around Expert,Reign of Jafar,631353,Rare,7/204,7.86,4.49,7.97,Cold Foil
Mirabel Madrigal - Curious Child,Reign of Jafar,631354,Common,10/204,0.18,0.01,0.22,Cold Foil
Lady - Family Dog,Reign of Jafar,631355,Rare,11/204,4.52,3.0,7.02,Normal
Jim Dear - Beloved Husband,Reign of Jafar,631356,Common,12/204,0.06,0.01,0.12,Normal
Gene - Niceland Resident,Reign of Jafar,631357,Common,13/204,0.15,0.05,0.2,Cold Foil
Perdita - On the Lookout,Reign of Jafar,631358,Common,14/204,0.2,0.09,0.25,Cold Foil
Rhino - One-Sixteenth Wolf,Reign of Jafar,631359,Common,15/204,0.73,0.4,0.81,Cold Foil
Darling Dear - Beloved Wife,Reign of Jafar,631360,Common,16/204,0.2,0.05,0.25,Cold Foil
The Colonel - Old Sheepdog,Reign of Jafar,631361,Rare,17/204,0.13,0.01,0.2,Normal
Chief Bogo- Commanding Officer,Reign of Jafar,631362,Legendary,18/204,2.39,2.0,3.1,Cold Foil
Pua - Protective Pig,Reign of Jafar,631363,Uncommon,19/204,0.07,0.01,0.15,Normal
Bruno Madrigal - Singing Seer,Reign of Jafar,631364,Super Rare,20/204,0.16,0.05,0.25,Normal
Kaa - Hypnotizing Python,Reign of Jafar,631365,Uncommon,21/204,0.25,0.1,0.32,Cold Foil
Tramp - Dapper Rascal,Reign of Jafar,631366,Super Rare,22/204,2.31,1.75,2.5,Cold Foil
King Candy - Sugar Rush Nightmare,Reign of Jafar,631367,Uncommon,23/204,0.09,0.01,0.15,Normal
Patch - Playful Pup,Reign of Jafar,631368,Uncommon,25/204,0.13,0.02,0.2,Normal
Rolly - Chubby Puppy,Reign of Jafar,631369,Uncommon,26/204,0.42,0.2,0.45,Cold Foil
Pluto - Tried and True,Reign of Jafar,631370,Uncommon,28/204,0.07,0.01,0.15,Normal
Bolt - Down but Not Out,Reign of Jafar,631371,Rare,29/204,1.16,0.83,1.16,Cold Foil
Calhoun - Hard-Nosed Leader,Reign of Jafar,631372,Common,32/204,0.08,0.01,0.11,Normal
Lady - Decisive Dog,Reign of Jafar,631373,Rare,33/204,2.52,1.38,2.56,Cold Foil
Alma Madrigal - Accepting Grandmother,Reign of Jafar,631374,Uncommon,34/204,0.08,0.01,0.15,Normal
Clawhauser - Front Desk Officer,Reign of Jafar,631375,Rare,35/204,0.87,0.38,0.88,Cold Foil
Joey - Blue Pigeon,Reign of Jafar,631376,Common,36/204,0.12,0.01,0.2,Cold Foil
Candy Drift,Reign of Jafar,631377,Uncommon,39/204,0.51,0.15,0.51,Cold Foil
She's Your Person,Reign of Jafar,631378,Uncommon,40/204,0.19,0.13,0.29,Cold Foil
Only So Much Room,Reign of Jafar,631379,Uncommon,41/204,0.22,0.1,0.3,Cold Foil
It Means No Worries,Reign of Jafar,631380,Rare,42/204,0.27,0.05,0.3,Normal
Trials and Tribulations,Reign of Jafar,631381,Uncommon,43/204,0.31,0.23,0.33,Cold Foil
Madame Medusa - Deceiving Partner,Reign of Jafar,631382,Uncommon,47/204,0.51,0.25,0.66,Cold Foil
Lena Sabrewing - Pure Energy,Reign of Jafar,631383,Uncommon,49/204,0.31,0.01,0.38,Cold Foil
Abu - Illusory Pachyderm,Reign of Jafar,631384,Uncommon,50/204,0.31,0.08,0.39,Cold Foil
Bruno Madrigal - Single-Minded,Reign of Jafar,631385,Common,51/204,0.14,0.03,0.2,Cold Foil
Royal Guard - Octopus Soldier,Reign of Jafar,631386,Common,52/204,2.19,1.49,2.25,Cold Foil
Kuzco - Bored Royal,Reign of Jafar,631387,Common,53/204,0.05,0.01,0.1,Normal
Yelana - Northuldra Leader,Reign of Jafar,631388,Common,55/204,0.35,0.01,0.4,Cold Foil
Poe De Spell - Magica's Brother,Reign of Jafar,631389,Common,58/204,0.06,0.01,0.1,Normal
Madam Mim - Up to No Good,Reign of Jafar,631390,Uncommon,59/204,0.24,0.15,0.3,Cold Foil
Elsa - Fierce Protector,Reign of Jafar,631391,Rare,60/204,0.13,0.01,0.22,Normal
Jiminy Cricket - Level-Headed and Wise,Reign of Jafar,631392,Rare,62/204,0.57,0.25,0.71,Cold Foil
Monstro - Infamous Whale,Reign of Jafar,631393,Rare,64/204,5.09,3.69,5.13,Cold Foil
Nero - Fearsome Crocodile,Reign of Jafar,631394,Common,65/204,0.05,0.01,0.11,Normal
Kuzco - Impulsive Llama,Reign of Jafar,631395,Rare,67/204,2.12,0.8,2.21,Cold Foil
Madam Mim - Rhino,Reign of Jafar,631396,Uncommon,69/204,0.06,0.01,0.15,Normal
Mother Gothel - Knows What's Best,Reign of Jafar,631397,Rare,70/204,0.15,0.01,0.25,Normal
Blue Fairy - Guiding Light,Reign of Jafar,631398,Uncommon,71/204,0.31,0.15,0.35,Cold Foil
Anna - Magical Mission,Reign of Jafar,631399,Rare,72/204,3.27,1.95,3.6,Cold Foil
Jafar - High Sultan of Lorcana,Reign of Jafar,631400,Super Rare,74/204,0.78,0.45,0.85,Cold Foil
Fantastical and Magical,Reign of Jafar,631401,Rare,79/204,0.12,0.01,0.22,Normal
Pull the Lever!,Reign of Jafar,631402,Uncommon,80/204,0.12,0.01,0.2,Normal
Into the Unknown,Reign of Jafar,631403,Super Rare,81/204,2.82,1.95,3.2,Normal
Scarab,Reign of Jafar,631404,Common,83/204,0.05,0.01,0.11,Normal
Ice Spikes,Reign of Jafar,631405,Uncommon,84/204,0.11,0.01,0.15,Normal
Wilhelmina Packard - The Radio Operator,Reign of Jafar,631406,Common,85/204,0.08,0.01,0.24,Cold Foil
Basil - Undercover Detective,Reign of Jafar,631407,Rare,86/204,1.61,0.5,2.38,Normal
Tramp - Observant Guardian,Reign of Jafar,631408,Common,87/204,0.06,0.01,0.11,Normal
Chaca - Junior Chipmunk,Reign of Jafar,631409,Common,88/204,0.04,0.01,0.1,Normal
March Hare - Hare-Brained Eccentric,Reign of Jafar,631410,Common,91/204,0.09,0.01,0.12,Normal
Fred - Major Science Enthusiast,Reign of Jafar,631411,Common,92/204,0.07,0.01,0.15,Normal
Gadget Hackwrench - Quirky Scientist,Reign of Jafar,631412,Rare,99/204,0.16,0.02,0.25,Normal
Raya - Infiltration Expert,Reign of Jafar,631413,Legendary,100/204,1.1,0.5,1.44,Normal
Rapunzel - High Climber,Reign of Jafar,631414,Legendary,101/204,1.76,0.95,2.5,Normal
Flynn Rider - Breaking and Entering,Reign of Jafar,631415,Super Rare,102/204,0.76,0.28,0.79,Cold Foil
Dormouse - Easily Agitated,Reign of Jafar,631416,Uncommon,103/204,0.17,0.01,0.25,Cold Foil
Alice - Clumsy as Can Be,Reign of Jafar,631417,Rare,104/204,0.21,0.01,0.25,Normal
Hiro Hamada - Intuitive Thinker,Reign of Jafar,631418,Uncommon,106/204,0.09,0.01,0.15,Normal
Don Karnage - Air Pirate Leader,Reign of Jafar,631419,Uncommon,108/204,0.24,0.01,0.29,Cold Foil
Captain Hook - The Pirate King,Reign of Jafar,631420,Rare,109/204,1.74,0.68,1.74,Cold Foil
Honey Lemon - Costumed Catalyst,Reign of Jafar,631421,Rare,111/204,0.21,0.05,0.26,Normal
Jock - Attentive Uncle,Reign of Jafar,631422,Common,112/204,0.2,0.05,0.25,Cold Foil
Archimedes - Resourceful Owl,Reign of Jafar,631423,Rare,113/204,0.12,0.01,0.15,Normal
Stopped Chaos in Its tracks,Reign of Jafar,631424,Uncommon,115/204,0.1,0.01,0.15,Normal
Wrong Lever!,Reign of Jafar,631425,Rare,116/204,4.58,2.75,4.56,Cold Foil
Undermine,Reign of Jafar,631426,Uncommon,117/204,0.4,0.23,0.46,Cold Foil
Walk the Plank,Reign of Jafar,631427,Uncommon,118/204,0.29,0.12,0.35,Cold Foil
Chem Purse,Reign of Jafar,631428,Common,119/204,0.06,0.01,0.1,Normal
Gyro Gearloose - Eccentric Inventor,Reign of Jafar,631429,Rare,123/204,0.15,0.03,0.2,Normal
Vanellope Von Schweetz - Spunky Speedster,Reign of Jafar,631430,Common,124/204,0.25,0.05,0.29,Cold Foil
Brutus - Fearsome Crocodile,Reign of Jafar,631431,Common,125/204,0.04,0.01,0.1,Normal
The Dodo - Outlandish Storyteller,Reign of Jafar,631432,Common,126/204,0.19,0.03,0.23,Cold Foil
Alice - Courageous Keyholder,Reign of Jafar,631433,Common,127/204,0.06,0.01,0.15,Normal
Lumiere - Nimble Candelabra,Reign of Jafar,631434,Common,128/204,0.04,0.01,0.15,Normal
Mushu - Fast-Talking Dragon,Reign of Jafar,631435,Common,130/204,0.06,0.01,0.14,Normal
Cri-Kee - Part of the Team,Reign of Jafar,631436,Common,131/204,0.13,0.03,0.25,Cold Foil
Lafayette - Sleepy Basset Hound,Reign of Jafar,631437,Common,132/204,0.04,0.01,0.12,Normal
Thumper - Young Bunny,Reign of Jafar,631438,Uncommon,134/204,0.07,0.01,0.15,Normal
Lilo - Causing an Uproar,Reign of Jafar,631439,Legendary,137/204,1.72,1.09,3.0,Normal
LeFou - Cake Thief,Reign of Jafar,631440,Uncommon,138/204,0.05,0.01,0.15,Normal
The Coachman - Greedy Deceiver,Reign of Jafar,631441,Uncommon,140/204,0.05,0.01,0.15,Normal
Mulan - Charging Ahead,Reign of Jafar,631442,Super Rare,141/204,0.58,0.25,0.74,Cold Foil
Mushu - Your Worst Nightmare,Reign of Jafar,631443,Rare,142/204,0.25,0.1,0.34,Normal
Friend Owl - Cantankerous Neighbor,Reign of Jafar,631444,Common,144/204,0.05,0.01,0.1,Normal
Faline - Playful Fawn,Reign of Jafar,631445,Rare,145/204,0.22,0.09,0.3,Cold Foil
Prince John - Fraidy-Cat,Reign of Jafar,631446,Rare,146/204,2.15,1.0,2.5,Cold Foil
Nothing We Won't Do,Reign of Jafar,631447,Rare,147/204,1.33,0.94,1.39,Cold Foil
Get Out!,Reign of Jafar,631448,Uncommon,148/204,0.37,0.17,0.4,Cold Foil
Light the Fuse,Reign of Jafar,631449,Uncommon,149/204,0.29,0.07,0.37,Cold Foil
Twitterpated,Reign of Jafar,631450,Uncommon,150/204,0.07,0.01,0.15,Normal
Most Everyone's Mad Here,Reign of Jafar,631451,Rare,151/204,0.18,0.05,0.25,Normal
The Sword of Shan Yu,Reign of Jafar,631452,Rare,152/204,0.13,0.01,0.25,Normal
The Mouse Queen - Ruler of Mousedom,Reign of Jafar,631453,Common,153/204,0.04,0.01,0.1,Normal
Olaf - Recapping the Story,Reign of Jafar,631454,Common,156/204,0.08,0.01,0.15,Normal
Anna - Trusting Sister,Reign of Jafar,631455,Common,157/204,0.22,0.01,0.25,Cold Foil
Wasabi - Always Prepared,Reign of Jafar,631456,Common,158/204,0.15,0.05,0.25,Cold Foil
The Wardrobe - Perceptive Friend,Reign of Jafar,631457,Common,160/204,0.04,0.01,0.1,Normal
Mrs. Potts - Head Housekeeper,Reign of Jafar,631458,Common,161/204,0.05,0.01,0.1,Normal
Jasmine - Resourceful Infiltrator,Reign of Jafar,631459,Common,162/204,0.11,0.01,0.15,Normal
Little Sister - Responsible Rabbit,Reign of Jafar,631460,Common,163/204,0.16,0.06,0.25,Cold Foil
Adelaide Bonfamille - Patron of the Arts,Reign of Jafar,631461,Common,164/204,0.04,0.01,0.1,Normal
Nani - Heist Mastermind,Reign of Jafar,631462,Rare,165/204,0.11,0.04,0.2,Normal
Stitch - Experiment 626,Reign of Jafar,631463,Legendary,166/204,1.24,1.0,1.88,Normal
Ratigan - Greedy Genius,Reign of Jafar,631464,Legendary,167/204,4.21,2.31,5.97,Cold Foil
Bernard - Over-Prepared,Reign of Jafar,631465,Uncommon,169/204,0.07,0.01,0.15,Normal
Aladdin - Vigilant Guard,Reign of Jafar,631466,Rare,170/204,0.55,0.38,0.56,Cold Foil
Jasmine - Steady Strategist,Reign of Jafar,631467,Super Rare,171/204,4.22,3.39,5.17,Cold Foil
Jumba Jookiba - Critical Scientist,Reign of Jafar,631468,Uncommon,173/204,0.05,0.01,0.13,Normal
Pouncing Practice,Reign of Jafar,631469,Uncommon,176/204,0.05,0.01,0.15,Normal
Belle's Favorite Book,Reign of Jafar,631470,Rare,179/204,0.91,0.48,0.92,Cold Foil
Bobby - Purple Pigeon,Reign of Jafar,631471,Common,182/204,0.11,0.03,0.25,Cold Foil
Magic Carpet - Phantom Rug,Reign of Jafar,631472,Common,183/204,0.2,0.05,0.25,Cold Foil
General Li - Head of the Imperial Army,Reign of Jafar,631473,Common,187/204,0.04,0.01,0.1,Normal
Monterey Jack - Defiant Protector,Reign of Jafar,631474,Common,188/204,0.15,0.01,0.24,Cold Foil
Arianna - Queen of Corona,Reign of Jafar,631475,Common,191/204,0.07,0.01,0.13,Normal
Zipper - Flying Ranger,Reign of Jafar,631476,Uncommon,192/204,0.18,0.08,0.25,Cold Foil
Khan - War Horse,Reign of Jafar,631477,Common,193/204,0.12,0.03,0.2,Cold Foil
Vinnie - Green Pigeon,Reign of Jafar,631479,Rare,194/204,2.14,1.25,2.53,Cold Foil
Iago - Out of Reach,Reign of Jafar,631480,Rare,195/204,0.6,0.23,0.6,Cold Foil
Vincenzo Santorini - The Explosives Expert,Reign of Jafar,631481,Rare,197/204,1.12,0.67,1.51,Normal
Desperate Plan,Reign of Jafar,631482,Rare,201/204,0.96,0.65,1.29,Cold Foil
Beyond the Horizon,Reign of Jafar,631483,Uncommon,202/204,0.3,0.01,0.3,Normal
Quick Shot,Reign of Jafar,631484,Uncommon,203/204,0.08,0.01,0.15,Normal
Hamster Ball,Reign of Jafar,631485,Common,204/204,0.09,0.03,0.25,Cold Foil
Dalmatian Puppy - Tail Wagger,Reign of Jafar,631649,Common,38/204,0.21,0.11,0.31,Cold Foil
Roquefort - Lock Expert,Reign of Jafar,631675,Uncommon,172/204,0.06,0.01,0.15,Normal
Mad Dog - Karnage's First Mate,Reign of Jafar,631680,Common,93/204,0.04,0.01,0.1,Normal
Yzma - On Edge,Reign of Jafar,631681,Super Rare,68/204,0.68,0.34,0.69,Cold Foil
Wreck-It Ralph - Big Lug,Reign of Jafar,631682,Super Rare,24/204,0.24,0.1,0.3,Normal
He Who Steals And Runs Away,Reign of Jafar,631683,Common,114/204,0.15,0.02,0.2,Cold Foil
Prince Achmed - Rival Suitor,Reign of Jafar,631684,Common,184/204,0.06,0.01,0.12,Normal
Atlantean Crystal,Reign of Jafar,631685,Rare,180/204,0.13,0.01,0.22,Normal
Television Set,Reign of Jafar,631686,Common,178/204,0.15,0.05,0.25,Cold Foil
Go Go Tomago - Cutting Edge,Reign of Jafar,631687,Super Rare,107/204,0.41,0.15,0.45,Normal
Queen of Hearts - Haughty Monarch,Reign of Jafar,631688,Super Rare,105/204,0.29,0.05,0.34,Normal
Lumiere - Fired Up,Reign of Jafar,631689,Super Rare,139/204,0.94,0.17,1.14,Cold Foil
Napoleon - Clever Bloodhound,Reign of Jafar,631690,Uncommon,96/204,0.24,0.01,0.29,Cold Foil
Go Go Tomago - Mechanical Engineer,Reign of Jafar,631691,Common,159/204,0.19,0.04,0.25,Cold Foil
Wreck-It Ralph - Back Seat Driver,Reign of Jafar,631692,Rare,135/204,0.18,0.06,0.32,Normal
Charlotte La Bouff - Mardi Gras Princess,Reign of Jafar,631693,Common,8/204,0.16,0.05,0.25,Cold Foil
They Never Come Back,Reign of Jafar,631694,Uncommon,78/204,0.15,0.01,0.18,Normal
Rhino - Power Hamster,Reign of Jafar,631700,Super Rare,30/204,1.3,0.25,1.99,Normal
Antonio Madrigal - Friend to All,Reign of Jafar,631703,Rare,5/204,0.57,0.2,0.68,Cold Foil
Gloyd Orangeboar - Fierce Competitor,Reign of Jafar,631705,Common,121/204,0.06,0.01,0.15,Normal
Captain Hook - Forceful Duelist,Reign of Jafar,631706,Common,186/204,0.11,0.01,0.15,Normal
Arthur - Determined Squire,Reign of Jafar,631763,Uncommon,168/204,0.4,0.18,0.45,Cold Foil
Jeweled Collar,Reign of Jafar,631764,Uncommon,120/204,0.49,0.2,0.51,Cold Foil
Mr. Snoops - Betrayed Partner,Reign of Jafar,631768,Common,143/204,0.16,0.07,0.24,Cold Foil
Dumptruck - Karnage's Second Mate,Reign of Jafar,631770,Common,185/204,0.21,0.14,0.29,Cold Foil
Toby Turtle - Wary Friend,Reign of Jafar,631772,Common,190/204,0.11,0.01,0.25,Cold Foil
Louis - Endearing Alligator,Reign of Jafar,631775,Uncommon,95/204,0.11,0.01,0.2,Normal
Sir Pellinore - Seasoned Knight,Reign of Jafar,631829,Uncommon,154/204,0.21,0.14,0.25,Cold Foil
Everybody's Got A Weakness,Reign of Jafar,631832,Rare,82/204,0.42,0.17,0.55,Normal
Nathaniel Flint - Notorious Pirate,Reign of Jafar,631836,Rare,196/204,0.32,0.11,0.4,Normal
Tinker Bell - Insistent Fairy,Reign of Jafar,631842,Legendary,136/204,3.58,2.82,4.37,Normal
Down in New Orleans,Reign of Jafar,631845,Super Rare,177/204,0.47,0.2,0.5,Normal
Bill the Lizard - Chimney Sweep,Reign of Jafar,631847,Common,90/204,0.12,0.01,0.2,Cold Foil
Namaari - Single-Minded Rival,Reign of Jafar,631849,Legendary,198/204,8.88,7.72,14.5,Normal
Fantastical and Magical (Enchanted),Reign of Jafar,631975,Enchanted,212/204,34.78,37.0,48.99,Holofoil
Wrong Lever! (Enchanted),Reign of Jafar,631988,Enchanted,216/204,43.68,45.75,69.32,Holofoil
The Sword of Shan Yu (Enchanted),Reign of Jafar,631989,Enchanted,219/204,22.56,22.63,26.38,Holofoil
Desperate Plan (Enchanted),Reign of Jafar,631990,Enchanted,222/204,32.13,32.2,42.77,Holofoil
It Means No Worries (Enchanted),Reign of Jafar,631992,Enchanted,208/204,125.93,187.68,189.66,Holofoil
Mother Gothel - Knows What's Best (Enchanted),Reign of Jafar,632208,Enchanted,211/204,38.47,38.59,46.3,Holofoil
Mushu - Your Worst Nightmare (Enchanted),Reign of Jafar,632228,Enchanted,218/204,71.87,70.51,93.5,Holofoil
Kuzco - Impulsive Llama (Enchanted),Reign of Jafar,632245,Enchanted,210/204,69.51,68.0,76.23,Holofoil
Captain Hook - The Pirate King (Enchanted),Reign of Jafar,632251,Enchanted,215/204,39.77,39.49,53.94,Holofoil
Wreck-It Ralph - Big Lug (Enchanted),Reign of Jafar,632252,Enchanted,206/204,33.76,30.98,38.12,Holofoil
Lilo - Causing an Uproar (Enchanted),Reign of Jafar,632684,Enchanted,217/204,78.63,78.65,83.29,Holofoil
Perdita - Determined Mother (Enchanted),Reign of Jafar,632686,Enchanted,207/204,52.82,55.31,65.73,Holofoil
Gaston - Arrogant Showoff,Reign of Jafar,632687,Common,129/204,0.04,0.01,0.1,Normal
Druun - Ravenous Plague,Reign of Jafar,632708,Uncommon,46/204,0.18,0.05,0.25,Cold Foil
Magica De Spell - Shadow Form,Reign of Jafar,632709,Uncommon,66/204,0.25,0.09,0.32,Cold Foil
Fred - Giant-Sized,Reign of Jafar,632710,Rare,98/204,1.26,0.4,1.43,Cold Foil
Tipo - Junior Chipmunk,Reign of Jafar,632711,Common,89/204,0.04,0.01,0.1,Normal
Figaro - Tuxedo Cat,Reign of Jafar,632714,Uncommon,133/204,0.27,0.1,0.3,Cold Foil
Honest John - Shameless Schemer,Reign of Jafar,632718,Uncommon,122/204,0.2,0.1,0.25,Cold Foil
Goofy - Groundbreaking Chef,Reign of Jafar,632719,Legendary,4/204,4.65,2.93,4.85,Cold Foil
Into the Unknown (Enchanted),Reign of Jafar,632720,Enchanted,213/204,218.45,220.0,350.0,Holofoil
Lady - Decisive Dog (Enchanted),Reign of Jafar,633053,Enchanted,205/204,109.61,125.09,169.22,Holofoil
